8.559196069,5.466666667,1.532988463,3.463333333
4.728260458,5.2,1.200382841,3.49
5.395491438,5,1.999895476,3.456666667
1.416465138,4.966666667,1.709358077,3.576666667
9.746756591,4.9,1.723583406,3.973333333
5.431685326,4.666666667,1.844606197,4.076666667
8.042519765,4.366666667,1.836138799,4.073333333
9.323236858,4.1,2.590380092,4.166666667
9.759049263,3.866666667,2.447523197,4.556666667
1.635083639,3.833333333,3.622587252,4.913333333
2.841901697,3.766666667,3.507429016,5.41
3.41637398,3.7,3.272043969,5.563333333
3.660716068,3.833333333,1.677065551,4.823333333
0.34690308,3.833333333,2.380777727,3.99
3.435619254,3.8,3.574968885,3.893333333
3.206462027,3.9,4.359607199,4.173333333
8.039813674,3.733333333,4.351954308,4.786666667
6.699580686,3.566666667,4.46079458,5.98
2.866501477,3.533333333,3.833895165,5.943333333
1.773658561,3.4,5.549797189,5.916666667
6.16707581,3.4,4.008921185,6.566666667
1.280277563,3.433333333,5.252534644,8.326666667
2.495324604,3.566666667,5.660776246,8.983333333
-1.744879099,3.566666667,4.967425724,8.94
-0.69217821,4.166666667,5.459854883,8.573333333
0.708225593,4.766666667,5.720581883,7.88
3.521766529,5.166666667,3.292343792,6.703333333
-4.136186853,5.833333333,5.163821498,5.566666667
10.57084788,5.933333333,6.065770538,3.856666667
2.270536011,5.9,5.339813576,4.563333333
3.107607509,6.033333333,4.012437133,5.473333333
1.164411635,5.933333333,3.28310189,4.75
7.065089453,5.766666667,6.518783508,3.54
9.1564837,5.7,2.40134487,4.3
3.669218575,5.566666667,3.519459595,4.74
6.587984417,5.366666667,4.49798848,5.143333333
9.72851824,4.933333333,5.086041019,6.536666667
4.509759785,4.933333333,6.50897373,7.816666667
-2.179669798,4.8,7.412250976,10.56
3.713628466,4.766666667,6.864245575,9.996666667
-3.33667416,5.133333333,8.067205587,9.323333333
1.049781787,5.2,8.856978384,11.25
-3.892001529,5.633333333,12.00236404,12.09
-1.603328454,6.6,11.97268905,9.346666667
-4.861923311,8.266666667,8.935826779,6.303333333
3.070032411,8.866666667,5.796827854,5.42
6.556356154,8.466666667,7.054137934,6.16
5.356736032,8.3,6.609237858,5.413333333
8.93210254,7.733333333,4.284851198,4.826666667
3.01121552,7.566666667,3.984145373,5.196666667
2.028645713,7.733333333,5.075136807,5.283333333
2.991116879,7.766666667,6.656401279,4.873333333
4.627209012,7.5,6.373143253,4.66
7.774495186,7.133333333,6.227422096,5.156666667
7.014727627,6.9,5.522971915,5.82
0.041987035,6.666666667,6.670551901,6.513333333
1.389404591,6.333333333,6.648474466,6.756666667
15.25741198,6,7.580141685,7.283333333
3.892750531,6.033333333,6.892053426,8.1
5.329192133,5.9,8.04654785,9.583333333
0.79424255,5.866666667,7.270231708,10.07333333
0.484170394,5.7,9.423274411,10.18
2.862225345,5.866666667,8.073165192,10.94666667
1.034453627,5.966666667,7.77077831,13.57666667
1.292139318,6.3,8.573538111,15.04666667
-8.196244274,7.333333333,8.667059466,12.68666667
-0.606817915,7.666666667,9.080448492,9.836666667
7.343606636,7.4,11.07680657,15.85333333
8.200269508,7.433333333,10.20443866,16.57
-2.933504699,7.4,7.023672323,17.78
4.562976148,7.4,7.391554888,17.57666667
-4.694543956,8.233333333,7.137423691,13.58666667
-6.747465193,8.833333333,5.341785633,14.22666667
2.173981578,9.433333333,4.912755496,14.51333333
-1.442739772,9.9,5.607604666,11.00666667
0.390004749,10.66666667,4.322133485,9.286666667
5.205020175,10.36666667,3.379127966,8.653333333
9.025182647,10.13333333,2.699385215,8.803333333
7.756347635,9.366666667,4.159870502,9.46
8.165495543,8.533333333,2.889326351,9.43
7.869478359,7.866666667,4.131299543,9.686666667
6.964665856,7.433333333,3.526041732,10.55666667
3.916270746,7.433333333,3.287522215,11.39
3.177623495,7.3,2.478291698,9.266666667
3.95633045,7.233333333,4.706977562,8.476666667
3.645956062,7.3,2.259417297,7.923333333
6.175622817,7.2,2.55970743,7.9
2.989500606,7.033333333,2.14254653,8.103333333
3.688829276,7.033333333,1.938486293,7.826666667
1.832324458,7.166666667,1.483721992,6.92
4.00631185,6.966666667,1.860595734,6.206666667
2.066970643,6.833333333,2.401837506,6.266666667
2.788302708,6.6,2.347039547,6.22
4.465290059,6.266666667,2.608149596,6.65
3.611633801,6,2.943913957,6.843333333
6.547671941,5.833333333,3.113835786,6.916666667
2.243712552,5.7,3.089782973,6.663333333
5.250153319,5.466666667,3.948943841,7.156666667
2.301191659,5.466666667,4.80190106,7.983333333
5.262778658,5.333333333,3.413126076,8.47
4.014462821,5.2,4.057676055,9.443333333
3.132814225,5.233333333,4.184982696,9.726666667
2.974735459,5.233333333,2.926509628,9.083333333
0.844758646,5.366666667,2.653725937,8.613333333
4.355613077,5.3,4.43672591,8.25
1.543398325,5.333333333,4.099813241,8.243333333
0.100521559,5.7,3.588165254,8.16
-3.423982709,6.133333333,3.095733635,7.743333333
-1.878658479,6.6,3.93865977,6.426666667
3.091629862,6.833333333,2.681873942,5.863333333
1.915303282,6.866666667,2.871753762,5.643333333
1.742023268,7.1,2.105934264,4.816666667
4.697388127,7.366666667,1.826500264,4.023333333
4.385504119,7.6,2.528410229,3.77
3.869306908,7.633333333,1.857623546,3.256666667
3.987686744,7.366666667,2.759136466,3.036666667
0.743885824,7.133333333,2.405702595,3.04
2.371172066,7.066666667,2.402409624,3
1.945308956,6.8,2.035177491,3.06
5.304136922,6.633333333,2.244353762,2.99
3.90155016,6.566666667,2.07360657,3.213333333
5.429321685,6.2,1.965177913,3.94
2.349834499,6,1.998798924,4.486666667
4.515637709,5.633333333,2.262967552,5.166666667
1.3646243,5.466666667,2.410484837,5.81
1.395709245,5.666666667,1.785086855,6.02
3.409105222,5.666666667,1.708338693,5.796666667
2.829363724,5.566666667,1.906614029,5.72
2.615679389,5.533333333,2.03913148,5.363333333
6.923934998,5.5,1.506888726,5.243333333
3.682997161,5.266666667,1.813282249,5.306666667
4.203353714,5.333333333,1.686047877,5.28
3.037575077,5.233333333,1.962408398,5.276666667
5.99022542,5,1.855412474,5.523333333
5.06168293,4.866666667,1.162307767,5.533333333
3.092992162,4.666666667,1.367906601,5.506666667
3.937900225,4.633333333,0.575367501,5.52
3.860628425,4.4,0.914808861,5.5
5.198934252,4.533333333,1.43912389,5.533333333
6.512739539,4.433333333,1.045686195,4.86
3.718620104,4.3,1.495573566,4.733333333
3.355384995,4.266666667,1.645205274,4.746666667
5.060216535,4.233333333,1.429036921,5.093333333
6.862619949,4.066666667,1.970275767,5.306666667
1.144751148,4.033333333,2.932408562,5.676666667
7.484918195,3.933333333,2.196309389,6.273333333
0.510297537,4,2.564252238,6.52
2.1238808,3.9,2.136497832,6.473333333
-1.147049176,4.233333333,2.596941556,5.593333333
2.118021923,4.4,2.742692532,4.326666667
-1.218676668,4.833333333,1.302412162,3.496666667
0.978594319,5.5,1.250706919,2.133333333
3.742921584,5.7,1.147396034,1.733333333
2.179631035,5.833333333,1.686659835,1.75
1.918511058,5.733333333,1.768769567,1.74
0.192873418,5.866666667,2.111316923,1.443333333
2.021494622,5.866666667,2.494829936,1.25
3.765133226,6.133333333,1.223100863,1.246666667
6.702657457,6.133333333,2.191280745,1.016666667
4.51060038,5.833333333,2.060358234,0.996666667
2.383883383,5.7,3.386316662,1.003333333
3.049106902,5.6,3.191337982,1.01
3.496186714,5.433333333,2.719145373,1.433333333
3.358505903,5.433333333,2.865095991,1.95
4.352082618,5.3,3.589053671,2.47
2.176131347,5.1,2.753853321,2.943333333
3.25138037,4.966666667,3.771007264,3.46
2.207003508,4.966666667,3.109131162,3.98
4.824850103,4.733333333,2.999891027,4.456666667
1.242421368,4.633333333,3.294820612,4.906666667
0.349856359,4.633333333,2.764298597,5.246666667
3.11210372,4.433333333,1.433603144,5.246666667
0.261002192,4.5,4.419244751,5.256666667
3.070116065,4.5,2.29021253,5.25
2.685619079,4.666666667,1.318648656,5.073333333
1.457514941,4.8,1.69837733,4.496666667
-2.695125886,5,2.235746104,3.176666667
1.97749391,5.333333333,1.754575389,2.086666667
-1.985442777,6,2.719933919,1.94
-8.698442557,6.866666667,0.778319637,0.506666667
-5.598348375,8.266666667,0.992764938,0.183333333
-0.422625511,9.3,-0.624193627,0.18
1.269649869,9.633333333,-0.032036201,0.156666667
3.80604768,9.933333333,1.183633937,0.12
1.57653268,9.8,1.315475952,0.133333333
3.827613648,9.633333333,1.838389982,0.193333333
2.739973223,9.5,1.818149017,0.186666667
2.768957915,9.566666667,2.029702457,0.186666667
-1.298980233,9.033333333,1.589805423,0.156666667
3.137851127,9.066666667,2.609831148,0.093333333
1.353835803,9,2.427006357,0.083333333
4.751806179,8.633333333,0.50522344,0.073333333
3.642223141,8.233333333,1.976186028,0.103333333
1.197200409,8.2,1.741237974,0.153333333
2.747021575,8.033333333,2.261829193,0.143333333
0.145280822,7.833333333,1.11856366,0.16
1.139201484,7.7,1.338160523,0.143333333
2.449602033,7.5,0.644799559,0.116666667
4.052698227,7.233333333,1.954431889,0.083333333
2.590538772,6.966666667,1.549229194,0.086666667
