5.466666667,3.463333333,0.65
5.2,3.49,0.723333333
5,3.456666667,0.696666667
4.966666667,3.576666667,0.49
4.9,3.973333333,0.313333333
4.666666667,4.076666667,0.333333333
4.366666667,4.073333333,0.38
4.1,4.166666667,0.306666667
3.866666667,4.556666667,0.16
3.833333333,4.913333333,0.193333333
3.766666667,5.41,0.096666667
3.7,5.563333333,-0.206666667
3.833333333,4.823333333,0.07
3.833333333,3.99,1.16
3.8,3.893333333,0.946666667
3.9,4.173333333,0.89
3.733333333,4.786666667,0.56
3.566666667,5.98,0.223333333
3.533333333,5.943333333,0.263333333
3.4,5.916666667,0.183333333
3.4,6.566666667,0.083333333
3.433333333,8.326666667,0.156666667
3.566666667,8.983333333,-0.166666667
3.566666667,8.94,-0.056666667
4.166666667,8.573333333,0.156666667
4.766666667,7.88,1.036666667
5.166666667,6.703333333,1.133333333
5.833333333,5.566666667,1.5
5.933333333,3.856666667,2.176666667
5.9,4.563333333,1.996666667
6.033333333,5.473333333,1.473333333
5.933333333,4.75,1.66
5.766666667,3.54,2.596666667
5.7,4.3,2.373333333
5.566666667,4.74,2.07
5.366666667,5.143333333,1.51
4.933333333,6.536666667,0.903333333
4.933333333,7.816666667,0.203333333
4.8,10.56,-1.116666667
4.766666667,9.996666667,-0.746666667
5.133333333,9.323333333,-0.563333333
5.2,11.25,-0.61
5.633333333,12.09,-0.226666667
6.6,9.346666667,0.31
8.266666667,6.303333333,1.79
8.866666667,5.42,2.656666667
8.466666667,6.16,1.966666667
8.3,5.413333333,2.436666667
7.733333333,4.826666667,2.836666667
7.566666667,5.196666667,2.616666667
7.733333333,5.283333333,2.58
7.766666667,4.873333333,2.516666667
7.5,4.66,2.723333333
7.133333333,5.156666667,2.53
6.9,5.82,1.86
6.666666667,6.513333333,1.486666667
6.333333333,6.756666667,1.616666667
6,7.283333333,1.843333333
6.033333333,8.1,1.176666667
5.9,9.583333333,0.25
5.866666667,10.07333333,-0.276666667
5.7,10.18,-0.263333333
5.866666667,10.94666667,-0.57
5.966666667,13.57666667,-1.396666667
6.3,15.04666667,-1.366666667
7.333333333,12.68666667,0.86
7.666666667,9.836666667,1.8
7.4,15.85333333,-1.19
7.433333333,16.57,-1.43
7.4,17.78,-1.156666667
7.4,17.57666667,-0.206666667
8.233333333,13.58666667,2.336666667
8.833333333,14.22666667,1.48
9.433333333,14.51333333,1.51
9.9,11.00666667,3.8
10.66666667,9.286666667,2.76
10.36666667,8.653333333,2.456666667
10.13333333,8.803333333,2.146666667
9.366666667,9.46,2.486666667
8.533333333,9.43,2.886666667
7.866666667,9.686666667,2.773333333
7.433333333,10.55666667,3.403333333
7.433333333,11.39,2.546666667
7.3,9.266666667,2.94
7.233333333,8.476666667,3.4
7.3,7.923333333,3.353333333
7.2,7.9,3.23
7.033333333,8.103333333,2.593333333
7.033333333,7.826666667,1.66
7.166666667,6.92,1.463333333
6.966666667,6.206666667,1.783333333
6.833333333,6.266666667,1.91
6.6,6.22,1.656666667
6.266666667,6.65,2.686666667
6,6.843333333,2.833333333
5.833333333,6.916666667,3.26
5.7,6.663333333,2.693333333
5.466666667,7.156666667,2.7
5.466666667,7.983333333,2.09
5.333333333,8.47,1.23
5.2,9.443333333,0.666666667
5.233333333,9.726666667,0.363333333
5.233333333,9.083333333,0.263333333
5.366666667,8.613333333,0.253333333
5.3,8.25,0.663333333
5.333333333,8.243333333,0.93
5.7,8.16,1.226666667
6.133333333,7.743333333,1.406666667
6.6,6.426666667,1.993333333
6.833333333,5.863333333,2.57
6.866666667,5.643333333,2.563333333
7.1,4.816666667,2.806666667
7.366666667,4.023333333,3.41
7.6,3.77,3.696666667
7.633333333,3.256666667,3.533333333
7.366666667,3.036666667,3.673333333
7.133333333,3.04,3.32
7.066666667,3,3.023333333
6.8,3.06,2.613333333
6.633333333,2.99,2.546666667
6.566666667,3.213333333,2.823333333
6.2,3.94,3.096666667
6,4.486666667,2.856666667
5.633333333,5.166666667,2.556666667
5.466666667,5.81,1.746666667
5.666666667,6.02,1.023333333
5.666666667,5.796666667,0.956666667
5.566666667,5.72,0.633333333
5.533333333,5.363333333,0.98
5.5,5.243333333,1.7
5.266666667,5.306666667,1.683333333
5.333333333,5.28,1.366666667
5.233333333,5.276666667,1.503333333
5,5.523333333,1.65
4.866666667,5.533333333,1.196666667
4.666666667,5.506666667,0.816666667
4.633333333,5.52,0.533333333
4.4,5.5,0.62
4.533333333,5.533333333,0.38
4.433333333,4.86,0.416666667
4.3,4.733333333,0.576666667
4.266666667,4.746666667,1.086666667
4.233333333,5.093333333,1.233333333
4.066666667,5.306666667,1.096666667
4.033333333,5.676666667,0.96
3.933333333,6.273333333,0.463333333
4,6.52,-0.123333333
3.9,6.473333333,-0.45
4.233333333,5.593333333,0.233333333
4.4,4.326666667,1.61
4.833333333,3.496666667,1.81
5.5,2.133333333,2.863333333
5.7,1.733333333,3.353333333
5.833333333,1.75,3.383333333
5.733333333,1.74,2.616666667
5.866666667,1.443333333,2.673333333
5.866666667,1.25,2.763333333
6.133333333,1.246666667,2.58
6.133333333,1.016666667,3.303333333
5.833333333,0.996666667,3.37
5.7,1.003333333,3.103333333
5.6,1.01,3.523333333
5.433333333,1.433333333,2.816666667
5.433333333,1.95,2.166666667
5.3,2.47,1.76
5.1,2.943333333,1.296666667
4.966666667,3.46,0.853333333
4.966666667,3.98,0.663333333
4.733333333,4.456666667,0.176666667
4.633333333,4.906666667,0.366666667
4.633333333,5.246666667,-0.01
4.433333333,5.246666667,-0.273333333
4.5,5.256666667,-0.303333333
4.5,5.25,0.11
4.666666667,5.073333333,0.426666667
4.8,4.496666667,0.87
5,3.176666667,1.62
5.333333333,2.086666667,2.26
6,1.94,2.37
6.866666667,0.506666667,2.956666667
8.266666667,0.183333333,2.523333333
9.3,0.18,3.14
9.633333333,0.156666667,3.36
9.933333333,0.12,3.403333333
9.8,0.133333333,3.61
9.633333333,0.193333333,3.343333333
9.5,0.186666667,2.63
9.566666667,0.186666667,2.726666667
9.033333333,0.156666667,3.333333333
9.066666667,0.093333333,3.163333333
9,0.083333333,2.403333333
8.633333333,0.073333333,2.033333333
8.233333333,0.103333333,1.97
8.2,0.153333333,1.736666667
8.033333333,0.143333333,1.54
7.833333333,0.16,1.62
7.7,0.143333333,1.863333333
7.5,0.116666667,1.946666667
7.233333333,0.083333333,2.676666667
6.966666667,0.086666667,2.683333333
6.666666667,0.073333333,2.716666667
